gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,current_annual_salary
M,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff Sergeant,09/29/1997,1997,93945.0
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer II,02/27/2012,2012,60618.0
M,FRS,Fire and Rescue Services,Station 18,Fulltime-Regular,Firefighter/Rescuer III,02/11/2002,2002,78052.0
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,10/20/2003,2003,73801.0
F,HRC,Office of Human Rights,Compliance,Fulltime-Regular,Investigator III,03/13/2000,2000,95372.89
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist II,02/24/2014,2014,48572.17
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,07/01/2013,2013,43525.72
M,HHS,Department of Health and Human Services,Information Systems and Technology,Fulltime-Regular,Information Technology Specialist III,11/24/2008,2008,107657.0
M,POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,Fulltime-Regular,Traffic Enforcement Field Service Technician II,07/09/2007,2007,47821.87
M,CAT,County Attorney's Office,Administration,Fulltime-Regular,Manager I,01/08/2007,2007,175127.0
F,LIB,Department of Public Libraries,Little Falls Library,Parttime-Regular,Library Aide,09/10/2003,2003,17578.21
F,REC,Department of Recreation,Youth Development Youth Services,Fulltime-Regular,Recreation Supervisor,11/08/1987,1987,95263.92
F,REC,Department of Recreation,Facilities Division,Fulltime-Regular,Recreation Coordinator,05/05/2005,2005,44753.0
F,REC,Department of Recreation,Youth Development Youth Services,Fulltime-Regular,Manager III,12/16/2013,2013,116139.35
F,DLC,Department of Liquor Control,Montrose,Parttime-Regular,Liquor Store Clerk I,10/14/2015,2015,28772.17
F,HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,Fulltime-Regular,Senior Planning Specialist,03/03/1997,1997,102664.0
M,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,06/04/2008,2008,59242.3
M,FRS,Fire and Rescue Services,Station 28,Fulltime-Regular,Firefighter/Rescuer III,01/22/2002,2002,82821.0
F,POL,Department of Police,MSB Information Management and Technology Division,Fulltime-Regular,Information Technology Specialist III,11/16/2015,2015,96736.28
F,DEP,Department of Environmental Protection,Management Services,Fulltime-Regular,Administrative Specialist III,06/26/2006,2006,93396.0
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,12/26/1995,1995,26208.35
M,REC,Department of Recreation,Countywide Programs Therapeutics,Fulltime-Regular,Recreation Specialist,04/20/1993,1993,87523.22
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,12/27/2005,2005,73801.0
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,02/25/2013,2013,62269.04
F,OHR,Office of Human Resources,Administrative Services Team,Fulltime-Regular,Administrative Specialist I,06/26/2006,2006,73801.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008,55889.73
M,DTS,Department of Technology Services,ETSD Radio Communications Services,Fulltime-Regular,Communications Equipment Technician II,03/06/2006,2006,81066.0
F,COR,Correction and Rehabilitation,MSD Human Resources,Fulltime-Regular,Administrative Specialist II,05/07/2012,2012,56980.89
F,LIB,Department of Public Libraries,Quince Orchard Library,Parttime-Regular,Library Assistant I,01/25/1988,1988,45151.08
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer I (Recruit),12/12/2016,2016,45261.0
F,DLC,Department of Liquor Control,Leisure World,Fulltime-Regular,Liquor Store Assistant Manager,01/07/2007,2007,51684.82
M,FRS,Fire and Rescue Services,Station 10,Fulltime-Regular,Firefighter/Rescuer III,07/29/2013,2013,57365.0
M,DPS,Department of Permitting Services,Fire Code Compliance,Fulltime-Regular,Permitting and Code Enforcement Inspector III,10/21/2013,2013,79323.24
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),11/13/2006,2006,65105.0
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Transit Coordinator,01/07/2008,2008,51289.57
F,FIN,Department of Finance,Division of Fiscal Management,Fulltime-Regular,Business Development Specialist III,03/05/2001,2001,102664.0
F,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,07/21/2003,2003,80829.0
M,DOT,Department of Transportation,Parking Management Parking Operations,Fulltime-Regular,Lead Revenue Counter,05/21/1990,1990,60201.44
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,07/30/2013,2013,38085.07
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Transit Operations Supervisor,02/24/2008,2008,71377.3
M,HCA,Department of Housing and Community Affairs,Affordable Housing Programs,Fulltime-Regular,Senior Planning Specialist,12/13/2004,2004,81496.88
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer I (Recruit),05/04/2016,2016,45261.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,11/09/2015,2015,40631.32
F,HCA,Department of Housing and Community Affairs,Affordable Housing Programs,Fulltime-Regular,Program Manager I,10/02/2006,2006,91571.74
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker I,10/17/2016,2016,51394.0
M,DLC,Department of Liquor Control,Potomac,Parttime-Regular,Liquor Store Clerk I,11/16/2015,2015,28772.17
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Public Service Craftsworker,10/30/2006,2006,50343.91
M,DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Land Survey Supervisor,11/10/2008,2008,97912.0
F,FIN,Department of Finance,Treasury Operations,Fulltime-Regular,Executive Administrative Aide,07/23/2001,2001,70422.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,07/27/2015,2015,38020.38
M,DHS,Office of Emergency Management and Homeland Security,Operations and Training,Fulltime-Regular,Emergency Management Specialist II,06/01/2010,2010,75726.42
M,POL,Department of Police,FSB Traffic Division Collision Reconstruction,Fulltime-Regular,Police Officer III,07/19/2004,2004,78096.0
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer II (PFC),09/23/2013,2013,51576.0
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Office Services Coordinator,04/30/2001,2001,67206.0
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer III,06/22/1997,1997,80829.0
M,DGS,Department of General Services,Fleet Management Administration,Fulltime-Regular,Program Manager I,06/25/2007,2007,92062.72
F,POL,Department of Police,MSB Management and Budget Division,Fulltime-Regular,Program Manager II,12/08/1997,1997,101928.2
M,DGS,Department of General Services,Facilities Major Programs,Fulltime-Regular,Office Clerk,09/19/2016,2016,32000.0
M,FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Fire/Rescue Captain,11/17/1997,1997,113316.0
F,DEP,Department of Environmental Protection,Environmental Planning and Policy Implementation,Fulltime-Regular,Senior Planning Specialist,06/02/2014,2014,88436.5
F,LIB,Department of Public Libraries,Kensington Park Library,Fulltime-Regular,Library Assistant I,03/27/1996,1996,60201.44
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Public Service Craftsworker,11/02/1998,1998,61890.9
F,DGS,Department of General Services,Facilities,Fulltime-Regular,Property Manager II,03/10/2014,2014,94105.52
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer II,08/12/2013,2013,58455.0
F,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative II,12/01/2014,2014,43153.12
M,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,04/23/2012,2012,54403.08
M,DLC,Department of Liquor Control,Burtonsville,Parttime-Regular,Liquor Store Clerk I,06/01/2015,2015,28766.75
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Arborist,03/21/2016,2016,74891.6
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,07/12/2010,2010,65752.0
M,DLC,Department of Liquor Control,Milestone,Parttime-Regular,Liquor Store Clerk I,12/08/2010,2010,30542.07
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer I,09/02/2008,2008,57620.0
M,POL,Department of Police,FSB Special Operations Division Canine Section,Fulltime-Regular,Police Officer III,09/29/1997,1997,89620.0
M,DPS,Department of Permitting Services,"Team 4 Commercial Electrical, Mechanical and Fire Protection Systems",Fulltime-Regular,Permit Technician II,04/02/2007,2007,53085.58
F,HHS,Department of Health and Human Services,Emergency Housing Assistance,Fulltime-Regular,Community Services Aide III,08/03/1992,1992,72445.29
F,LIB,Department of Public Libraries,Germantown Library,Fulltime-Regular,Librarian II,10/09/1984,1984,100849.36
M,CAT,County Attorney's Office,Insurance Defense Litigation,Fulltime-Regular,Assistant County Attorney III,07/13/1992,1992,143609.88
F,DGS,Department of General Services,Real Estate Office,Fulltime-Regular,Office Services Coordinator,05/16/1988,1988,69222.18
F,FIN,Department of Finance,Management and Operations - Director,Fulltime-Regular,Manager III,02/27/1989,1989,134105.88
M,DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector I,11/02/2015,2015,55129.28
M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),07/15/1990,1990,94277.96
F,HCA,Department of Housing and Community Affairs,Affordable Housing Programs,Fulltime-Regular,Senior Planning Specialist,12/26/2006,2006,102664.0
F,HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Manager III,02/05/2001,2001,124286.7
F,LIB,Department of Public Libraries,Cataloging and Preparation,Parttime-Regular,Librarian II,11/23/1988,1988,50424.68
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer II,02/24/2014,2014,56478.0
M,FRS,Fire and Rescue Services,Third Battalion - Administration,Fulltime-Regular,Fire/Rescue Lieutenant,05/16/2005,2005,85185.0
F,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer II,07/01/2013,2013,58455.0
M,POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,Fulltime-Regular,Police Officer III,07/21/2003,2003,89620.0
M,DOT,Department of Transportation,Transit Management Services,Fulltime-Regular,Program Manager I,02/21/2006,2006,92513.95
M,CEC,Community Engagement Cluster,Silver Spring Urban District,Fulltime-Regular,Public Service Worker II,02/14/2010,2010,35411.29
M,HRC,Office of Human Rights,Compliance,Fulltime-Regular,Investigator III,04/22/1996,1996,97103.07
M,CEC,Community Engagement Cluster,Silver Spring Urban District,Fulltime-Regular,Urban District Public Service Aide,04/04/2016,2016,32098.0
M,HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,Fulltime-Regular,Environmental Health Specialist I,09/19/2016,2016,49068.0
M,DOT,Department of Transportation,Transportation Management,Fulltime-Regular,Traffic Management Technician I,04/16/1993,1993,66065.23
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,01/14/2002,2002,89620.0
F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Transit Coordinator,07/24/2006,2006,55769.09
M,FRS,Fire and Rescue Services,Station 6,Fulltime-Regular,Firefighter/Rescuer II,02/27/2012,2012,54538.0
M,POL,Department of Police,ISB Family Crimes Division Family Outreach Section,Fulltime-Regular,Police Officer III,08/31/1998,1998,89620.0
F,HHS,Department of Health and Human Services,Home Care Services,Fulltime-Regular,Community Health Nurse II,12/21/1992,1992,100849.36
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician II,08/01/2011,2011,39730.39
M,POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,Fulltime-Regular,Police Officer III,07/26/1993,1993,92756.7
F,CEC,Community Engagement Cluster,Silver Spring Urban District,Fulltime-Regular,Public Service Worker II,05/07/2012,2012,35411.29
M,DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Construction Representative III,02/16/1993,1993,96197.88
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,03/04/2005,2005,21031.35
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer II,08/12/2013,2013,58455.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator III,04/04/2005,2005,54592.21
F,POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,Fulltime-Regular,Master Police Officer,07/21/2003,2003,96624.0
F,DPS,Department of Permitting Services,Central Services Unit,Fulltime-Regular,Office Services Coordinator,10/24/1988,1988,75145.12
F,CEX,Offices of the County Executive,County Executive's Office,Fulltime-Regular,Senior Executive Administrative Aide,01/27/2014,2014,69842.16
F,HCA,Department of Housing and Community Affairs,Housing Code Enforcement,Fulltime-Regular,Housing Code Inspector III,09/06/1994,1994,96197.88
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Services Coordinator,10/04/2004,2004,92652.35
F,REC,Department of Recreation,Management Services,Fulltime-Regular,Administrative Specialist III,05/30/2004,2004,68769.14
F,HHS,Department of Health and Human Services,Service Coordination and Individual Support Services,Fulltime-Regular,Income Assistance Program Specialist III,03/07/2016,2016,55275.0
F,HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Community Health Nurse II,03/05/2007,2007,97676.37
M,DTS,Department of Technology Services,ETSD Network Services,Fulltime-Regular,Senior Information Technology Specialist,05/31/1988,1988,120768.0
F,LIB,Department of Public Libraries,Chevy Chase Library,Fulltime-Regular,Library Assistant II,06/07/2007,2007,45397.22
F,DGS,Department of General Services,Central Duplicating,Fulltime-Regular,Imaging Operator II,09/06/2016,2016,40000.0
M,POL,Department of Police,PSB 6th District Station,Fulltime-Regular,Police Lieutenant,03/16/1998,1998,119713.0
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer II,02/24/2014,2014,60501.0
M,POL,Department of Police,FSB Security Services Division,Fulltime-Regular,Security Officer I,03/31/2002,2002,56947.99
M,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,09/18/1995,1995,87967.15
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,06/30/2014,2014,50785.5
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,06/23/2008,2008,81380.25
M,FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Firefighter/Rescuer III,03/27/2006,2006,68015.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,10/29/2001,2001,56123.38
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,03/03/2008,2008,67139.06
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker III,06/23/2008,2008,70319.8
F,OHR,Office of Human Resources,Recruitment and Selection Division,Fulltime-Regular,Human Resources Specialist III,02/07/2000,2000,102664.0
F,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer II,08/12/2013,2013,60501.0
F,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Transit Coordinator,05/21/1984,1984,72534.66
F,LIB,Department of Public Libraries,Aspen Hill Library,Parttime-Regular,Library Aide,05/21/2005,2005,18246.95
F,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,07/18/2005,2005,44810.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,08/07/1989,1989,57807.08
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,10/13/2008,2008,44757.56
M,POL,Department of Police,PSB 4th District Special Assignment Team,Fulltime-Regular,Police Officer II,07/16/2012,2012,60501.0
F,DGS,Department of General Services,Central Duplicating,Fulltime-Regular,Graphic Artist,05/14/1990,1990,79663.29
M,POL,Department of Police,PSB 6th District Educational Facilities Officers,Fulltime-Regular,Police Officer III,06/17/2002,2002,83658.0
F,LIB,Department of Public Libraries,Chevy Chase Library,Parttime-Regular,Library Assistant I,03/14/2000,2000,24865.53
F,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Services Assistant,04/02/2007,2007,48957.37
F,HHS,Department of Health and Human Services,Medication Assisted Treatment - Clinical and Vocational Services,Fulltime-Regular,Nurse Manager,01/26/1987,1987,104717.28
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,06/13/1994,1994,92756.7
M,DPS,Department of Permitting Services,Land Development Right-of-Way Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,04/26/1999,1999,107657.0
F,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Firefighter/Rescuer III,02/22/1994,1994,83611.44
F,CAT,County Attorney's Office,Health and Human Services,Fulltime-Regular,Manager II,05/04/1998,1998,156525.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator Apprentice,04/18/2016,2016,33395.15
M,DGS,Department of General Services,Facilities Major Programs,Fulltime-Regular,Energy Management Systems Technician,12/31/2000,2000,89172.6
F,CCL,County Council,Council Members and Staff,Parttime-Regular,Legislative Senior Aide III,04/27/2009,2009,53976.6
F,POL,Department of Police,MSB Management and Budget Division,Fulltime-Regular,Office Services Coordinator,11/01/2004,2004,55963.58
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,01/18/1994,1994,92756.7
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,12/15/1986,1986,92756.7
F,HHS,Department of Health and Human Services,Chief Special Needs Housing,Fulltime-Regular,Program Manager II,06/26/2006,2006,84984.38
M,DPS,Department of Permitting Services,Zoning,Fulltime-Regular,Permitting Services Specialist II,11/10/1986,1986,100849.36
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Autobody Repairer,07/09/2007,2007,50863.92
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,06/01/1997,1997,64141.0
F,POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,Fulltime-Regular,Forensic Scientist,03/02/1998,1998,102664.0
F,FIN,Department of Finance,General Accounting,Fulltime-Regular,Accountant/Auditor I,09/19/2016,2016,63000.0
M,FRS,Fire and Rescue Services,Fifth Battalion - Administration,Fulltime-Regular,Fire/Rescue Captain,08/27/1990,1990,114087.02
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist I,07/28/2014,2014,44289.72
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,02/17/1981,1981,66065.23
M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),05/20/2013,2013,56733.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,11/04/2002,2002,46517.91
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,07/19/2004,2004,78096.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,02/19/2008,2008,36797.11
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer Candidate,07/11/2016,2016,57620.0
F,LIB,Department of Public Libraries,Chevy Chase Library,Parttime-Regular,Library Desk Assistant,12/22/1997,1997,26258.75
M,LIB,Department of Public Libraries,Gaithersburg Library,Parttime-Regular,Library Assistant I,12/02/2013,2013,20226.5
M,POL,Department of Police,PSB 2nd District Station,Fulltime-Regular,Police Lieutenant,02/06/1995,1995,123902.96
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014,50910.0
M,HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,Fulltime-Regular,Principal Administrative Aide,04/22/2013,2013,54523.02
F,FRS,Fire and Rescue Services,Station 14,Fulltime-Regular,Firefighter/Rescuer III,01/12/1998,1998,89485.0
F,HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Manager II,08/08/1988,1988,152403.3
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,11/14/2005,2005,71592.56
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,11/26/2007,2007,46626.87
M,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),06/28/1983,1983,94277.96
M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Mechanic Technician II,04/22/1985,1985,76015.03
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,10/29/2000,2000,56947.99
F,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative II,10/08/2012,2012,57554.12
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer II,01/28/2013,2013,58455.0
M,FRS,Fire and Rescue Services,Mobile Volunteer Corp,Fulltime-Regular,Administrative Specialist II,06/25/2007,2007,84974.0
F,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),03/22/2004,2004,69744.0
M,DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,09/30/2013,2013,34710.46
M,DTS,Department of Technology Services,ETSD Telephone Services,Fulltime-Regular,Telecommunications Technician,09/23/2013,2013,73108.08
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer I (Private),04/18/2003,2003,45852.0
M,FRS,Fire and Rescue Services,Field Operations Administration,Fulltime-Regular,Fire/Rescue Captain,11/16/1992,1992,114087.02
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,04/03/2000,2000,74146.46
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Public Service Worker II,11/04/1988,1988,50053.88
F,LIB,Department of Public Libraries,Public Service Administration,Fulltime-Regular,Manager II,09/29/1986,1986,156525.0
F,LIB,Department of Public Libraries,Quince Orchard Library,Fulltime-Regular,Library Associate II,08/12/1985,1985,87523.22
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,04/16/2012,2012,83971.07
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,Community Health Nurse II,11/24/1997,1997,85673.0
F,OMB,Office of Management and Budget,Operating Budget Management,Fulltime-Regular,Management and Budget Specialist III,09/08/2003,2003,90125.22
M,FRS,Fire and Rescue Services,Station 32,Fulltime-Regular,Firefighter/Rescuer II,01/14/2013,2013,52693.0
M,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,07/06/1992,1992,83497.98
M,DLC,Department of Liquor Control,Kingsview,Parttime-Regular,Liquor Store Clerk I,04/18/2011,2011,29779.07
F,COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Licensed Practical Nurse (C and R),11/13/2005,2005,72560.66
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,11/17/2014,2014,17192.05
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,12/11/2006,2006,39832.99
F,FIN,Department of Finance,Tax Operations,Fulltime-Regular,Program Specialist II,05/07/1979,1979,86673.48
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,05/20/2013,2013,43525.72
F,CAT,County Attorney's Office,Human Resources and Appeals,Fulltime-Regular,Assistant County Attorney II,07/25/2016,2016,89000.0
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,11/30/2001,2001,43972.53
F,DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Accountant/Auditor III,11/27/2006,2006,93396.0
F,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Building Services Worker II,02/28/2000,2000,46469.0
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,12/15/2014,2014,38756.92
F,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,07/12/2010,2010,65752.0
M,DGS,Department of General Services,Building Design and Construction,Fulltime-Regular,Construction Representative III,05/21/1990,1990,96197.88
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader II,03/05/1990,1990,75277.02
M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Equipment Services Coordinator,12/29/2003,2003,97912.0
M,FRS,Fire and Rescue Services,Station 13,Fulltime-Regular,Firefighter/Rescuer II,09/29/2009,2009,58422.0
F,DHS,Office of Emergency Management and Homeland Security,Policy and Planning,Fulltime-Regular,Manager III,08/26/2013,2013,105007.29
M,FRS,Fire and Rescue Services,Fifth Battalion - Administration,Fulltime-Regular,Fire/Rescue Lieutenant,05/16/2005,2005,92576.0
M,HHS,Department of Health and Human Services,Victim Assistance and Sexual Assault Program,Parttime-Regular,Program Manager I,08/08/2016,2016,59000.0
M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Firefighter/Rescuer II,06/01/2010,2010,52947.0
F,FIN,Department of Finance,Insurance,Fulltime-Regular,Manager III,10/10/1989,1989,120600.0
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,02/22/2016,2016,49068.12
M,DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Manager III,09/29/1997,1997,104880.92
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,08/06/2007,2007,39163.74
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,02/03/2003,2003,80829.0
M,DGS,Department of General Services,Building Design and Construction,Fulltime-Regular,Manager II,12/05/1994,1994,156525.0
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,01/14/2008,2008,65752.0
F,SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Client Assistance Specialist,11/04/2013,2013,52563.37
M,FRS,Fire and Rescue Services,Station 21,Fulltime-Regular,Firefighter/Rescuer II,09/22/2014,2014,50910.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,09/15/2008,2008,44757.56
M,FRS,Fire and Rescue Services,Station 33,Fulltime-Regular,Firefighter/Rescuer II,09/22/2014,2014,50910.0
M,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,Fulltime-Regular,Correctional Officer II (PFC),02/07/2005,2005,61260.0
F,DPS,Department of Permitting Services,Central Services Unit,Fulltime-Regular,Administrative Specialist II,06/29/2015,2015,64189.2
F,HHS,Department of Health and Human Services,"Chief, Children Youth and Families",Fulltime-Regular,Executive Administrative Aide,02/07/2008,2008,55275.0
F,DEP,Department of Environmental Protection,Solid Waste Services Recycling,Fulltime-Regular,Program Specialist II,04/08/2013,2013,75362.93
M,FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Firefighter/Rescuer III,07/29/2013,2013,55328.0
M,DPS,Department of Permitting Services,Team 5 Green Building,Fulltime-Regular,Senior Permitting Services Specialist,05/16/2005,2005,107657.0
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker III,08/20/2007,2007,72780.99
F,LIB,Department of Public Libraries,Silver Spring Library,Parttime-Regular,Librarian I,08/10/1998,1998,38831.29
F,COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Correctional Health Nurse II,11/04/2002,2002,97912.0
