Year_Month_DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,CRSElapsedTime,Origin,Dest,Distance,arr_delay
2008-02-24,7,1900-01-01 14:05:00,1900-01-01 15:26:00,F9,283,N923FR,141.0,STL,DEN,770.0,13.0
2008-03-19,3,1900-01-01 14:35:00,1900-01-01 15:20:00,WN,296,N503SW,105.0,MCI,DEN,533.0,71.0
2008-03-01,6,1900-01-01 12:25:00,1900-01-01 13:35:00,WN,1462,N772SW,70.0,MSY,HOU,303.0,-7.0
2008-02-10,7,1900-01-01 10:15:00,1900-01-01 11:10:00,AA,1352,N477AA,55.0,DFW,OKC,175.0,-4.0
2008-03-08,6,1900-01-01 20:30:00,1900-01-01 22:00:00,DL,92,N128DL,90.0,ATL,MCO,403.0,-2.0
2008-01-27,7,1900-01-01 19:05:00,1900-01-01 20:27:00,EV,4612,N977EV,82.0,ATL,LYH,389.0,-2.0
2008-03-21,5,1900-01-01 10:01:00,1900-01-01 11:42:00,NW,1754,N8926E,101.0,DTW,JFK,508.0,23.0
2008-03-26,3,1900-01-01 21:43:00,1900-01-01 22:45:00,9E,3766,87459E,62.0,DTW,CAK,133.0,-13.0
2008-01-11,5,1900-01-01 18:05:00,1900-01-01 20:06:00,AS,490,N705AS,121.0,SEA,OAK,671.0,20.0
2008-02-04,1,1900-01-01 15:20:00,1900-01-01 16:15:00,AA,559,N579AA,55.0,DFW,AUS,190.0,57.0
2008-03-24,1,1900-01-01 16:45:00,1900-01-01 17:45:00,MQ,4198,N691AE,60.0,GRB,ORD,174.0,35.0
2008-01-25,5,1900-01-01 18:00:00,1900-01-01 20:05:00,MQ,3722,N681AE,125.0,DSM,DFW,624.0,-13.0
2008-04-26,6,1900-01-01 07:30:00,1900-01-01 08:35:00,WN,2033,N732SW,65.0,LBB,DAL,293.0,-5.0
2008-02-06,3,1900-01-01 16:35:00,1900-01-01 17:45:00,WN,878,N626SW,70.0,LAS,LAX,236.0,1.0
2008-03-20,4,1900-01-01 18:10:00,1900-01-01 19:53:00,FL,460,N174AT,163.0,MCO,MDW,989.0,21.0
2008-01-31,4,1900-01-01 12:30:00,1900-01-01 13:25:00,WN,26,N752SW,55.0,HOU,DAL,239.0,130.0
2008-03-10,1,1900-01-01 13:15:00,1900-01-01 15:39:00,OH,5007,N371CA,144.0,CVG,PBI,892.0,21.0
2008-03-31,1,1900-01-01 15:02:00,1900-01-01 17:38:00,FL,987,N954AT,156.0,FLL,PIT,994.0,27.0
2008-04-05,6,1900-01-01 15:05:00,1900-01-01 19:30:00,F9,362,N903FR,145.0,DEN,SDF,1023.0,99.0
2008-02-22,5,1900-01-01 21:55:00,1900-01-01 03:05:00,AA,866,N3BMAA,160.0,MIA,PHL,1013.0,4.0
2008-03-05,3,1900-01-01 07:25:00,1900-01-01 10:33:00,CO,1518,N62631,188.0,EWR,TPA,998.0,2.0
2008-02-04,1,1900-01-01 12:20:00,1900-01-01 14:41:00,DL,596,N3736C,141.0,ATL,EWR,745.0,-16.0
2008-01-21,1,1900-01-01 21:25:00,1900-01-01 23:05:00,WN,3051,N216WR,100.0,BNA,MCI,491.0,38.0
2008-04-02,3,1900-01-01 10:48:00,1900-01-01 13:15:00,NW,443,N501US,207.0,TPA,MSP,1307.0,-3.0
2008-03-05,3,1900-01-01 10:25:00,1900-01-01 12:12:00,DL,1709,N973DL,107.0,PIT,ATL,526.0,-9.0
2008-03-13,4,1900-01-01 10:55:00,1900-01-01 11:55:00,WN,1056,N312SW,60.0,BWI,ISP,220.0,-3.0
2008-01-24,4,1900-01-01 10:50:00,1900-01-01 11:50:00,WN,2196,N212WN,60.0,FLL,TPA,197.0,0.0
2008-03-14,5,1900-01-01 16:00:00,1900-01-01 19:25:00,XE,2276,N15574,145.0,IAH,CVG,871.0,10.0
2008-02-02,6,1900-01-01 15:50:00,1900-01-01 23:15:00,HA,30,N586HA,325.0,OGG,SEA,2640.0,12.0
2008-02-09,6,1900-01-01 20:51:00,1900-01-01 21:20:00,YV,2781,N910FJ,89.0,PHX,BFL,425.0,3.0
2008-02-05,2,1900-01-01 11:40:00,1900-01-01 17:15:00,DL,744,N612DL,215.0,SLC,ATL,1589.0,6.0
2008-04-11,5,1900-01-01 19:58:00,1900-01-01 22:17:00,AS,504,N613AS,139.0,PDX,SAN,933.0,-14.0
2008-01-03,4,1900-01-01 19:07:00,1900-01-01 19:40:00,9E,3788,85259E,93.0,DTW,PIA,346.0,-1.0
2008-01-23,3,1900-01-01 07:20:00,1900-01-01 10:10:00,US,365,N817AW,290.0,CLE,PHX,1737.0,-10.0
2008-01-16,3,1900-01-01 14:25:00,1900-01-01 16:26:00,OO,6753,N908SW,121.0,DEN,TUS,639.0,0.0
2008-02-08,5,1900-01-01 15:59:00,1900-01-01 18:49:00,OO,3964,N426SW,110.0,LGB,SLC,589.0,7.0
2008-04-12,6,1900-01-01 09:25:00,1900-01-01 10:40:00,AA,2413,N481AA,195.0,DFW,LAX,1235.0,21.0
2008-02-09,6,1900-01-01 14:05:00,1900-01-01 16:56:00,US,92,N628AW,231.0,ORD,PHX,1440.0,-15.0
2008-04-13,7,1900-01-01 08:45:00,1900-01-01 10:40:00,9E,5706,,115.0,MEM,OMA,538.0,
2008-02-01,5,1900-01-01 18:35:00,1900-01-01 20:25:00,AA,1427,N639AA,110.0,STL,DFW,551.0,26.0
2008-01-16,3,1900-01-01 07:35:00,1900-01-01 09:26:00,9E,5881,89039E,111.0,TYS,DTW,443.0,-17.0
2008-01-13,7,1900-01-01 13:53:00,1900-01-01 16:15:00,OO,3750,N432SW,82.0,LAS,SLC,368.0,19.0
2008-02-07,4,1900-01-01 15:10:00,1900-01-01 18:10:00,AA,2222,N574AA,120.0,DFW,ATL,732.0,-6.0
2008-02-04,1,1900-01-01 18:50:00,1900-01-01 20:15:00,MQ,3400,N671AE,85.0,DAL,MCI,461.0,30.0
2008-01-11,5,1900-01-01 17:10:00,1900-01-01 21:20:00,AA,1072,N581AA,190.0,DFW,PHL,1302.0,-31.0
2008-02-19,2,1900-01-01 13:41:00,1900-01-01 15:19:00,NW,1180,N771NC,98.0,DTW,BDL,548.0,-3.0
2008-01-14,1,1900-01-01 22:35:00,1900-01-01 22:57:00,EV,4614,N921EV,82.0,ATL,GPT,352.0,-15.0
2008-03-16,7,1900-01-01 06:04:00,1900-01-01 07:00:00,OO,5998,N929SW,56.0,PIA,ORD,130.0,-5.0
2008-02-23,6,1900-01-01 08:46:00,1900-01-01 14:30:00,UA,744,N661UA,224.0,DEN,BOS,1754.0,8.0
2008-04-17,4,1900-01-01 13:10:00,1900-01-01 15:45:00,AA,788,N3CMAA,155.0,MIA,STX,1139.0,0.0
2008-04-10,4,1900-01-01 14:25:00,1900-01-01 16:05:00,AA,1023,N456AA,220.0,AUS,SJC,1476.0,-5.0
2008-04-04,5,1900-01-01 06:40:00,1900-01-01 07:50:00,MQ,4103,N670AE,130.0,MDT,ORD,594.0,2.0
2008-01-06,7,1900-01-01 18:30:00,1900-01-01 20:50:00,XE,2874,N13955,140.0,CHS,EWR,628.0,15.0
2008-01-02,3,1900-01-01 09:00:00,1900-01-01 10:14:00,CO,1104,N16649,74.0,DCA,EWR,199.0,2.0
2008-03-22,6,1900-01-01 09:55:00,1900-01-01 11:29:00,9E,5838,84889E,94.0,ELM,DTW,331.0,-12.0
2008-01-26,6,1900-01-01 14:45:00,1900-01-01 15:17:00,YV,1027,N654BR,32.0,OGG,HNL,100.0,1.0
2008-02-12,2,1900-01-01 13:05:00,1900-01-01 14:34:00,NW,139,N771NC,89.0,ORD,MSP,334.0,
2008-01-07,1,1900-01-01 10:30:00,1900-01-01 13:42:00,XE,7810,N14179,132.0,LAX,DEN,862.0,69.0
2008-03-25,2,1900-01-01 16:20:00,1900-01-01 18:05:00,DL,466,N926DL,105.0,ATL,DCA,547.0,15.0
2008-01-07,1,1900-01-01 15:10:00,1900-01-01 18:14:00,F9,681,N931FR,124.0,DEN,SAT,794.0,9.0
2008-03-04,2,1900-01-01 19:50:00,1900-01-01 23:31:00,US,277,N168AW,161.0,PHX,IAH,1009.0,-14.0
2008-01-25,5,1900-01-01 16:30:00,1900-01-01 18:48:00,DL,67,N696DA,258.0,ATL,SLC,1589.0,9.0
2008-04-22,2,1900-01-01 20:05:00,1900-01-01 20:55:00,MQ,3127,N848AE,50.0,LAX,SAN,109.0,-2.0
2008-02-26,2,1900-01-01 12:15:00,1900-01-01 13:37:00,XE,2324,N14938,82.0,IAH,OKC,395.0,-2.0
2008-03-11,2,1900-01-01 15:20:00,1900-01-01 17:50:00,CO,1150,N14667,150.0,ATL,EWR,745.0,-14.0
2008-04-23,3,1900-01-01 16:42:00,1900-01-01 19:53:00,UA,1594,N494UA,131.0,ONT,DEN,819.0,-15.0
2008-01-06,7,1900-01-01 16:40:00,1900-01-01 17:05:00,WN,725,N282WN,85.0,CMH,STL,410.0,-1.0
2008-01-20,7,1900-01-01 08:45:00,1900-01-01 10:05:00,UA,1206,N936UA,80.0,IAD,BDL,326.0,-17.0
2008-02-15,5,1900-01-01 07:00:00,1900-01-01 08:00:00,WN,1,N512SW,60.0,DAL,HOU,239.0,-3.0
2008-01-21,1,1900-01-01 16:15:00,1900-01-01 18:22:00,US,1706,,127.0,CLT,BOS,728.0,
2008-03-05,3,1900-01-01 12:25:00,1900-01-01 13:25:00,AA,1526,N4XNAA,60.0,AUS,DFW,190.0,5.0
2008-03-06,4,1900-01-01 16:40:00,1900-01-01 18:09:00,F9,581,N931FR,89.0,DEN,SLC,391.0,-16.0
2008-02-11,1,1900-01-01 10:52:00,1900-01-01 11:47:00,EV,4636,N839AS,55.0,ABY,ATL,146.0,1.0
2008-01-03,4,1900-01-01 07:15:00,1900-01-01 09:31:00,CO,1729,N70353,136.0,JAX,EWR,821.0,74.0
2008-02-25,1,1900-01-01 11:15:00,1900-01-01 12:47:00,XE,2433,N18982,92.0,IAH,LBB,458.0,-2.0
2008-01-27,7,1900-01-01 10:40:00,1900-01-01 14:35:00,FL,889,N891AT,175.0,MCI,MIA,1252.0,-22.0
2008-02-13,3,1900-01-01 07:40:00,1900-01-01 08:51:00,YV,2632,N923FJ,71.0,CLT,ORF,290.0,-6.0
2008-03-19,3,1900-01-01 10:00:00,1900-01-01 14:05:00,AA,2478,N5BUAA,245.0,SJU,BOS,1674.0,226.0
2008-01-11,5,1900-01-01 12:35:00,1900-01-01 17:15:00,CO,1136,N17640,220.0,DFW,EWR,1372.0,58.0
2008-02-07,4,1900-01-01 15:30:00,1900-01-01 17:02:00,US,1915,N590US,92.0,IND,CLT,428.0,-22.0
2008-03-01,6,1900-01-01 14:05:00,1900-01-01 16:10:00,WN,651,N635SW,65.0,LAS,PHX,256.0,0.0
2008-01-17,4,1900-01-01 10:10:00,1900-01-01 11:30:00,OO,6499,N903SW,80.0,SJC,LAX,308.0,-15.0
2008-02-20,3,1900-01-01 17:45:00,1900-01-01 20:45:00,B6,552,N559JB,180.0,RSW,EWR,1068.0,31.0
2008-03-14,5,1900-01-01 13:45:00,1900-01-01 15:30:00,MQ,4116,N697AB,105.0,ORD,MEM,491.0,-4.0
2008-01-10,4,1900-01-01 07:40:00,1900-01-01 08:50:00,MQ,3703,N503AE,70.0,DFW,XNA,281.0,-14.0
2008-03-09,7,1900-01-01 08:40:00,1900-01-01 11:25:00,WN,2993,N643SW,105.0,PHX,DEN,602.0,11.0
2008-02-24,7,1900-01-01 11:30:00,1900-01-01 11:39:00,OO,3715,N301YV,69.0,SLC,EKO,200.0,-3.0
2008-03-02,7,1900-01-01 21:41:00,1900-01-01 22:05:00,DL,1293,N944DL,84.0,ATL,JAN,341.0,14.0
2008-04-29,2,1900-01-01 09:20:00,1900-01-01 11:15:00,AA,387,N4YUAA,235.0,STL,SAN,1558.0,-6.0
2008-02-21,4,1900-01-01 19:55:00,1900-01-01 20:51:00,YV,7351,N77302,56.0,ORD,ATW,160.0,10.0
2008-04-05,6,1900-01-01 09:10:00,1900-01-01 13:10:00,B6,711,N590JB,240.0,JFK,SJU,1597.0,-20.0
2008-02-20,3,1900-01-01 19:30:00,1900-01-01 21:05:00,CO,435,N33262,215.0,IAH,SAN,1303.0,77.0
2008-01-30,3,1900-01-01 17:00:00,1900-01-01 19:50:00,CO,76,N48127,170.0,MCO,EWR,938.0,13.0
2008-02-15,5,1900-01-01 12:20:00,1900-01-01 14:57:00,DL,1836,N948DL,157.0,TPA,JFK,1005.0,-21.0
2008-02-10,7,1900-01-01 11:25:00,1900-01-01 12:25:00,WN,226,N791SW,60.0,DAL,SAT,248.0,2.0
2008-03-13,4,1900-01-01 17:40:00,1900-01-01 19:43:00,XE,3029,N16541,183.0,GSO,IAH,986.0,11.0
2008-04-21,1,1900-01-01 15:25:00,1900-01-01 17:20:00,WN,3248,N252WN,175.0,MCO,MDW,989.0,-17.0
2008-03-17,1,1900-01-01 11:25:00,1900-01-01 13:21:00,NW,803,N586NW,236.0,MSP,LAX,1536.0,1.0
2008-02-13,3,1900-01-01 06:36:00,1900-01-01 09:15:00,OO,3942,N460SW,99.0,PSP,SLC,541.0,-1.0
2008-04-20,7,1900-01-01 16:05:00,1900-01-01 18:21:00,OO,2774,N407SW,76.0,MKE,CLE,328.0,2.0
2008-01-19,6,1900-01-01 06:40:00,1900-01-01 08:40:00,WN,1116,N751SW,120.0,DEN,PHX,602.0,-28.0
2008-03-17,1,1900-01-01 13:55:00,1900-01-01 15:23:00,OO,6589,N975SW,88.0,OMA,ORD,416.0,-12.0
2008-01-10,4,1900-01-01 20:45:00,1900-01-01 22:06:00,US,1234,N577US,81.0,PHL,ALB,212.0,-30.0
2008-01-06,7,1900-01-01 15:25:00,1900-01-01 19:04:00,OH,5178,N713CA,159.0,SAT,CVG,1024.0,11.0
2008-03-26,3,1900-01-01 20:44:00,1900-01-01 23:16:00,UA,515,N822UA,272.0,ORD,SMF,1781.0,29.0
2008-03-18,2,1900-01-01 14:25:00,1900-01-01 15:55:00,WN,327,N502SW,90.0,SAN,SMF,480.0,1.0
2008-03-19,3,1900-01-01 18:05:00,1900-01-01 20:00:00,OO,5944,N925SW,115.0,FAR,ORD,557.0,-18.0
2008-03-19,3,1900-01-01 14:55:00,1900-01-01 15:10:00,EV,4612,N832AS,75.0,ATL,VPS,264.0,35.0
2008-04-29,2,1900-01-01 11:58:00,1900-01-01 13:38:00,XE,2979,N28529,100.0,XNA,IAH,438.0,-15.0
2008-03-10,1,1900-01-01 14:05:00,1900-01-01 15:20:00,WN,3841,N774SW,75.0,RNO,LAS,345.0,1.0
2008-03-11,2,1900-01-01 15:45:00,1900-01-01 17:17:00,US,1460,N517AU,92.0,PHL,RDU,336.0,-12.0
2008-04-04,5,1900-01-01 09:00:00,1900-01-01 14:15:00,WN,72,N343SW,195.0,DEN,BWI,1491.0,-2.0
2008-03-11,2,1900-01-01 12:10:00,1900-01-01 15:10:00,B6,422,N612JB,180.0,PBI,BOS,1197.0,-9.0
2008-03-14,5,1900-01-01 12:05:00,1900-01-01 13:30:00,WN,1407,N449WN,85.0,PDX,SMF,479.0,-5.0
2008-01-10,4,1900-01-01 18:10:00,1900-01-01 19:10:00,MQ,4353,N905JH,60.0,ORD,CID,196.0,-12.0
2008-01-27,7,1900-01-01 16:30:00,1900-01-01 20:00:00,XE,2276,N14920,150.0,IAH,CVG,871.0,23.0
2008-02-13,3,1900-01-01 09:10:00,1900-01-01 10:36:00,OH,5505,N963CA,86.0,BOS,JFK,187.0,57.0
2008-03-25,2,1900-01-01 21:45:00,1900-01-01 23:00:00,AA,2014,N3BFAA,75.0,DFW,MSY,448.0,35.0
2008-04-02,3,1900-01-01 09:10:00,1900-01-01 09:45:00,OO,5457,N237SW,35.0,LAX,OXR,49.0,0.0
2008-03-03,1,1900-01-01 10:45:00,1900-01-01 11:45:00,WN,2875,N362SW,60.0,MCO,FLL,178.0,-11.0
2008-04-22,2,1900-01-01 06:50:00,1900-01-01 08:08:00,YV,2821,N910FJ,78.0,LGB,PHX,355.0,0.0
2008-03-23,7,1900-01-01 07:35:00,1900-01-01 09:48:00,AS,602,N958AS,133.0,PDX,LAS,762.0,-7.0
2008-03-03,1,1900-01-01 19:04:00,1900-01-01 20:40:00,9E,2933,88849E,156.0,DTW,TUL,790.0,9.0
2008-01-23,3,1900-01-01 07:41:00,1900-01-01 09:18:00,EV,4905,N754EV,157.0,ATL,MSP,906.0,0.0
2008-03-07,5,1900-01-01 20:30:00,1900-01-01 22:15:00,YV,2865,N7291Z,105.0,MFR,LAS,599.0,-15.0
2008-02-27,3,1900-01-01 17:15:00,1900-01-01 20:06:00,EV,4764,N841AS,111.0,BMI,ATL,533.0,-13.0
2008-02-06,3,1900-01-01 09:52:00,1900-01-01 10:46:00,OO,5440,N233SW,54.0,LAX,SMX,135.0,7.0
2008-04-01,2,1900-01-01 15:10:00,1900-01-01 19:00:00,AA,2252,N5FJAA,170.0,JAC,ORD,1162.0,-3.0
2008-01-03,4,1900-01-01 07:20:00,1900-01-01 08:50:00,OH,5317,N369CA,90.0,GSO,ATL,306.0,35.0
2008-01-02,3,1900-01-01 06:10:00,1900-01-01 08:10:00,XE,3147,N16151,120.0,MHT,CLE,544.0,4.0
2008-02-26,2,1900-01-01 13:08:00,1900-01-01 13:33:00,NW,201,N8986E,85.0,ATL,MEM,332.0,25.0
2008-03-20,4,1900-01-01 08:20:00,1900-01-01 13:00:00,WN,399,N708SA,160.0,LAS,AUS,1090.0,-4.0
2008-02-15,5,1900-01-01 11:30:00,1900-01-01 12:40:00,OH,5067,N716CA,70.0,CLE,CVG,221.0,25.0
2008-02-27,3,1900-01-01 19:45:00,1900-01-01 20:59:00,MQ,3019,N340RC,74.0,LAX,FAT,209.0,-15.0
2008-02-15,5,1900-01-01 19:05:00,1900-01-01 20:08:00,NW,198,N333NB,63.0,MSP,GRB,252.0,0.0
2008-02-23,6,1900-01-01 15:20:00,1900-01-01 18:42:00,DL,1857,N907DL,202.0,BOS,MCO,1121.0,75.0
2008-02-24,7,1900-01-01 16:50:00,1900-01-01 17:54:00,NW,573,N328NW,124.0,MSP,DEN,680.0,0.0
2008-01-19,6,1900-01-01 13:24:00,1900-01-01 14:23:00,FL,548,N924AT,59.0,ATL,SAV,215.0,97.0
2008-04-27,7,1900-01-01 16:00:00,1900-01-01 18:16:00,EV,4626,N927EV,136.0,ACY,ATL,678.0,9.0
2008-03-30,7,1900-01-01 20:50:00,1900-01-01 22:55:00,9E,4769,87339E,125.0,IND,BDL,728.0,0.0
2008-03-18,2,1900-01-01 21:30:00,1900-01-01 01:01:00,DL,685,N645DL,341.0,ATL,SEA,2182.0,6.0
2008-04-11,5,1900-01-01 07:12:00,1900-01-01 08:47:00,YV,2621,N933LR,95.0,MDT,CLT,413.0,1.0
2008-01-14,1,1900-01-01 07:00:00,1900-01-01 08:25:00,WN,1673,N370SW,85.0,MDW,OMA,423.0,1.0
2008-01-17,4,1900-01-01 10:05:00,1900-01-01 12:34:00,US,1553,N754UW,269.0,PHL,DEN,1557.0,11.0
2008-04-16,3,1900-01-01 09:41:00,1900-01-01 12:38:00,FL,295,N929AT,117.0,HOU,ATL,696.0,0.0
2008-04-22,2,1900-01-01 06:20:00,1900-01-01 07:25:00,YV,7312,N37208,65.0,PIT,IAD,183.0,-14.0
2008-04-10,4,1900-01-01 09:00:00,1900-01-01 12:55:00,WN,2,N334SW,175.0,OKC,BWI,1180.0,9.0
2008-01-25,5,1900-01-01 20:56:00,1900-01-01 21:41:00,OO,5564,N585SW,45.0,SMF,SFO,86.0,
2008-03-13,4,1900-01-01 21:40:00,1900-01-01 22:52:00,NW,867,N940N,72.0,MSP,GFK,284.0,-5.0
2008-01-30,3,1900-01-01 13:45:00,1900-01-01 15:30:00,MQ,4450,N697AB,105.0,CLE,JFK,425.0,16.0
2008-03-14,5,1900-01-01 21:10:00,1900-01-01 22:45:00,WN,1094,N627SW,155.0,MCO,HOU,848.0,49.0
2008-02-21,4,1900-01-01 22:55:00,1900-01-01 01:04:00,B6,128,N633JB,79.0,JFK,BTV,267.0,8.0
2008-01-30,3,1900-01-01 16:05:00,1900-01-01 16:42:00,HA,544,N480HA,37.0,HNL,OGG,100.0,-9.0
2008-01-10,4,1900-01-01 12:45:00,1900-01-01 13:41:00,YV,7245,N27172,56.0,IAD,MDT,94.0,-24.0
2008-04-30,3,1900-01-01 11:00:00,1900-01-01 12:20:00,WN,3594,N699SW,80.0,HOU,TUL,453.0,2.0
2008-01-25,5,1900-01-01 11:40:00,1900-01-01 12:49:00,CO,723,N19638,69.0,IAH,MSY,305.0,2.0
2008-04-21,1,1900-01-01 19:55:00,1900-01-01 22:05:00,WN,1423,N686SW,130.0,PIT,MCO,834.0,-5.0
2008-04-28,1,1900-01-01 17:20:00,1900-01-01 18:25:00,AA,2208,N483AA,65.0,DFW,TUL,237.0,4.0
2008-04-12,6,1900-01-01 08:55:00,1900-01-01 11:57:00,CO,1011,N17620,242.0,EWR,IAH,1400.0,62.0
2008-04-04,5,1900-01-01 08:40:00,1900-01-01 10:00:00,MQ,3565,N826AE,80.0,DFW,CRP,354.0,81.0
2008-03-18,2,1900-01-01 11:50:00,1900-01-01 14:45:00,MQ,3473,,115.0,DFW,CHA,695.0,
2008-02-12,2,1900-01-01 16:02:00,1900-01-01 17:07:00,OO,5712,N576SW,65.0,PSP,LAS,173.0,-5.0
2008-01-31,4,1900-01-01 11:00:00,1900-01-01 13:58:00,AS,499,N776AS,178.0,SNA,SEA,978.0,-12.0
2008-03-31,1,1900-01-01 15:57:00,1900-01-01 18:32:00,OH,5483,,155.0,LGA,TYS,647.0,
2008-04-08,2,1900-01-01 20:55:00,1900-01-01 22:18:00,AS,391,N771AS,83.0,LAX,SFO,337.0,55.0
2008-04-16,3,1900-01-01 13:15:00,1900-01-01 21:50:00,AA,32,N328AA,335.0,LAX,JFK,2475.0,20.0
2008-04-25,5,1900-01-01 12:27:00,1900-01-01 15:00:00,UA,145,N544UA,273.0,ORD,SFO,1846.0,185.0
2008-02-16,6,1900-01-01 06:45:00,1900-01-01 10:22:00,XE,2208,N12135,157.0,MCI,EWR,1092.0,-11.0
2008-03-14,5,1900-01-01 09:55:00,1900-01-01 10:41:00,MQ,3041,N394AE,46.0,LAX,SBA,89.0,0.0
2008-02-12,2,1900-01-01 07:00:00,1900-01-01 08:14:00,9E,3793,86739E,74.0,TVC,DTW,207.0,11.0
2008-02-06,3,1900-01-01 17:05:00,1900-01-01 18:25:00,OO,3708,N562SW,80.0,SLC,SGU,269.0,-16.0
2008-02-29,5,1900-01-01 17:15:00,1900-01-01 18:29:00,CO,1659,N52616,74.0,IAH,DFW,224.0,7.0
2008-02-13,3,1900-01-01 18:50:00,1900-01-01 19:50:00,WN,707,N783SW,60.0,BWI,ISP,220.0,18.0
2008-02-08,5,1900-01-01 07:10:00,1900-01-01 10:09:00,DL,1038,N975DL,119.0,ORD,ATL,606.0,19.0
2008-03-03,1,1900-01-01 12:03:00,1900-01-01 12:40:00,OO,5741,N582SW,37.0,MOD,SFO,78.0,-8.0
2008-01-02,3,1900-01-01 07:15:00,1900-01-01 08:10:00,WN,1149,N649SW,55.0,MCO,FLL,178.0,3.0
2008-04-14,1,1900-01-01 12:40:00,1900-01-01 13:59:00,XE,2864,N21537,79.0,ROC,EWR,246.0,-16.0
2008-02-26,2,1900-01-01 10:25:00,1900-01-01 13:05:00,CO,519,N18243,160.0,TPA,EWR,998.0,-9.0
2008-01-10,4,1900-01-01 16:10:00,1900-01-01 19:25:00,AA,759,N259AA,255.0,LGA,DFW,1389.0,9.0
2008-02-06,3,1900-01-01 07:50:00,1900-01-01 10:10:00,WN,131,N464WN,200.0,STL,SLC,1156.0,0.0
2008-02-29,5,1900-01-01 19:45:00,1900-01-01 21:05:00,AA,2477,N5ELAA,200.0,DFW,LAX,1235.0,-16.0
2008-04-12,6,1900-01-01 07:50:00,1900-01-01 08:37:00,XE,2843,N24128,167.0,IAH,PHX,1009.0,20.0
2008-03-11,2,1900-01-01 14:40:00,1900-01-01 15:58:00,9E,5739,86049E,78.0,MEM,BTR,319.0,1.0
2008-04-04,5,1900-01-01 15:25:00,1900-01-01 15:55:00,WN,420,N697SW,150.0,AUS,PHX,872.0,42.0
2008-01-24,4,1900-01-01 11:15:00,1900-01-01 14:12:00,DL,671,N915DL,177.0,BOS,ATL,946.0,44.0
2008-03-19,3,1900-01-01 22:45:00,1900-01-01 23:42:00,CO,579,N14604,57.0,IAH,SAT,191.0,108.0
2008-01-27,7,1900-01-01 10:25:00,1900-01-01 10:30:00,WN,2524,N348SW,65.0,DTW,MDW,229.0,0.0
2008-04-11,5,1900-01-01 08:45:00,1900-01-01 10:57:00,F9,721,N940FR,252.0,DCA,DEN,1476.0,25.0
2008-03-23,7,1900-01-01 11:30:00,1900-01-01 12:35:00,WN,286,N689SW,65.0,LAS,BUR,223.0,-5.0
2008-02-19,2,1900-01-01 10:50:00,1900-01-01 16:20:00,F9,448,N934FR,210.0,DEN,PHL,1557.0,1.0
2008-02-14,4,1900-01-01 14:35:00,1900-01-01 18:15:00,WN,2205,N283WN,160.0,ABQ,MDW,1121.0,-11.0
2008-04-03,4,1900-01-01 16:20:00,1900-01-01 17:53:00,XE,2362,N14943,93.0,EWR,RIC,278.0,-13.0
2008-03-31,1,1900-01-01 19:20:00,1900-01-01 21:35:00,MQ,3683,N918AE,135.0,DFW,MSN,821.0,33.0
2008-03-19,3,1900-01-01 14:10:00,1900-01-01 15:45:00,WN,486,N364SW,95.0,DAL,STL,546.0,26.0
2008-03-09,7,1900-01-01 09:40:00,1900-01-01 11:37:00,DL,1580,N6711M,117.0,MIA,ATL,595.0,-8.0
2008-01-30,3,1900-01-01 06:20:00,1900-01-01 07:29:00,FL,951,N896AT,69.0,JAX,ATL,270.0,-4.0
2008-03-03,1,1900-01-01 06:30:00,1900-01-01 08:30:00,WN,454,N796SW,180.0,MCO,MCI,1072.0,-18.0
2008-04-19,6,1900-01-01 15:02:00,1900-01-01 16:05:00,FL,1903,N955AT,123.0,FLL,GPT,620.0,-16.0
2008-04-06,7,1900-01-01 11:25:00,1900-01-01 14:14:00,OO,3807,N455SW,109.0,PDX,SLC,630.0,2.0
2008-03-19,3,1900-01-01 11:00:00,1900-01-01 11:38:00,OO,3879,N460SW,98.0,SLC,FAT,501.0,-9.0
2008-01-28,1,1900-01-01 10:10:00,1900-01-01 11:15:00,WN,2947,N622SW,65.0,DAL,LBB,293.0,-3.0
2008-02-13,3,1900-01-01 18:31:00,1900-01-01 20:05:00,DL,859,N902DE,214.0,ATL,ELP,1282.0,-1.0
2008-03-16,7,1900-01-01 08:15:00,1900-01-01 10:55:00,B6,852,N566JB,160.0,PBI,JFK,1028.0,-14.0
2008-04-16,3,1900-01-01 19:50:00,1900-01-01 22:20:00,MQ,4422,N923AE,90.0,ORD,BUF,473.0,66.0
2008-03-12,3,1900-01-01 18:00:00,1900-01-01 20:25:00,NW,373,N8923E,145.0,BOS,DTW,632.0,-9.0
2008-04-17,4,1900-01-01 09:00:00,1900-01-01 11:24:00,UA,107,N813UA,264.0,ORD,LAX,1745.0,9.0
2008-04-10,4,1900-01-01 07:55:00,1900-01-01 09:45:00,WN,1090,N406WN,110.0,BHM,DAL,587.0,17.0
2008-04-25,5,1900-01-01 17:50:00,1900-01-01 19:25:00,WN,3501,N729SW,155.0,MDW,DEN,895.0,53.0
2008-03-31,1,1900-01-01 19:55:00,1900-01-01 21:00:00,WN,1604,N276WN,65.0,BDL,BWI,283.0,12.0
2008-04-23,3,1900-01-01 07:00:00,1900-01-01 08:25:00,MQ,4517,N623AE,85.0,RDU,JAX,408.0,32.0
