basket_ID,item,cash_price,make,model,goods_code,Nbr_of_prod_purchas
61635,COMPUTERS,554,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001407,1
61635,WARRANTY,70,RETAILER,RETAILER,236604752,1
26518,COMPUTER PERIPHERALS ACCESSORIES,409,APPLE,APPLE WATCH SERIES 6 GPS 44MM SPACE GREY ALUMINIUM,239001518,1
43063,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM SILVER ALUMINIUM CAS,239001532,1
43063,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
64515,TELEVISIONS HOME CINEMA,1799,SONY,SONY BRAVIA XR XR65A80J 2021 OLED HDR 4K ULTRA HD,239900855,1
59308,TELEVISIONS HOME CINEMA,1799,SONY,SONY BRAVIA XR XR65A80J 2021 OLED HDR 4K ULTRA HD,239900855,1
69302,COMPUTERS,849,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 256G,240041020,1
69302,BAGS CARRY CASES,26,TARGUS,TARGUS CLICK-IN CASE FOR IPAD AIR 10 9 AND IPAD PR,239996213,1
10112,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",649,APPLE,APPLE IPHONE 11,238349193,1
10112,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
29898,COMPUTER PERIPHERALS ACCESSORIES,309,SAMSUNG,SAMSUNG GALAXY WATCH 4 4G CELLULAR 44MM ALUMINIUM,240242860,1
62613,COMPUTERS,1099,APPLE,2020 APPLE IMAC 21 5 ALL-IN-ONE INTEL CORE I5 8GB,238925842,1
62613,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
23934,COMPUTERS,1149,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246779,1
67689,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH NIKE SERIES 7 GPS 41MM STARLIGHT ALUMI,240382074,1
73242,TELEVISIONS HOME CINEMA,2499,LG,LG OLED77A16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239873041,1
73393,LIVING DINING FURNITURE,759,RETAILER,RETAILER PILLOW LARGE 3 SEATER SOFA,238086453,1
73393,LIVING DINING FURNITURE,239,RETAILER,RETAILER PILLOW FOOTSTOOL,238617667,1
73393,LIVING DINING FURNITURE,559,RETAILER,RETAILER PILLOW SMALL 2 SEATER SOFA,238086428,1
68723,COMPUTER PERIPHERALS ACCESSORIES,499,APPLE,APPLE WATCH SERIES 7 GPS CELLULAR 45MM MIDNIGHT AL,240376714,1
17838,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR,239246778,1
45010,COMPUTERS,1358,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246781,1
24180,COMPUTERS,893,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
30877,TELEVISIONS HOME CINEMA,999,SAMSUNG,SAMSUNG QE50QN90A 2021 NEO QLED HDR 1500 4K ULTRA,239831373,1
30877,FULFILMENT CHARGE,20,RETAILER,RETAILER,FULFILMENT,1
7144,COMPUTER PERIPHERALS & ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6,239001518,1
7144,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
50039,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
72804,COMPUTERS,1459,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR INTEL CORE I5,238742046,1
72804,WARRANTY,80,RETAILER,RETAILER,236604736,1
66498,TELEVISIONS HOME CINEMA,1029,LG,LG 65NANO916PA 2021 LED HDR NANOCELL 4K ULTRA HD S,239841885,1
175,COMPUTERS,989,APPLE,"2020 APPLE IPAD PRO 12.9""",238667161,1
175,WARRANTY,70,RETAILER,RETAILER,236604752,1
175,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
32156,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
61125,LIVING DINING FURNITURE,1399,TETRAD,TETRAD SKITTLE ARMCHAIR HARRIS TWEED SKYE MIDNIGHT,237035327,1
5434,COMPUTERS,938,APPLE,2020 APPLE MACBOOK AIR,239246776,1
5434,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
52576,BABY CHANGING,10,RETAILER,RETAILER SPOT CHANGING MAT PINK WHITE,239854855,1
52576,BABY CHILD TRAVEL,179,BUGABOO,BUGABOO TURTLE AIR BY NUNA I-SIZE CAR SEAT GREY,238782739,1
52576,BABY CHILD TRAVEL,139,BUGABOO,BUGABOO TURTLE AIR BY NUNA CAR SEAT ISOFIX WINGBAS,238782727,1
52576,BABY CHILD TRAVEL,90,BUGABOO,BUGABOO PLUS PUSHCHAIR COMFORT WHEELED BOARD,236799847,1
52576,BABY CHILD TRAVEL,795,BUGABOO,BUGABOO FOX2 PUSHCHAIR AND CARRYCOT GREY MELANGE,238607361,1
52576,BABY CHANGING,10,ANYDAY RETAILER,ANYDAY RETAILER DELUXE BATH BABY BATH W,239074673,1
52576,BABY CHANGING,16,ANYDAY RETAILER,ANYDAY RETAILER CHANGING MAT LINERS PAC,230443622,2
52576,BABY CHILD TRAVEL,100,BUGABOO,BUGABOO CHANGING BAG GREY MELANGE,240034280,1
52576,NURSERY ACCESSORIES,185,JOIE BABY,JOIE BABY SERINA 2 IN 1 LOGAN SWING AND ROCKER,238389016,1
33433,COMPUTERS,1148,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246774,1
69104,COMPUTERS,889,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
69104,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
32206,TELEVISIONS HOME CINEMA,2699,SONY,SONY BRAVIA XR XR55A90J 2021 OLED HDR 4K ULTRA HD,239900859,1
62591,TELEVISIONS HOME CINEMA,1199,LG,LG OLED55C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827061,1
54495,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
46218,COMPUTERS,691,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001423,1
46218,WARRANTY,70,RETAILER,RETAILER,236604752,1
64011,TELEVISIONS HOME CINEMA,879,LG,LG OLED55A16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239866722,1
36211,COMPUTERS,1449,APPLE,2021 APPLE IMAC 24 ALL-IN-ONE M1 PROCESSOR 8GB RAM,240040958,1
36211,WARRANTY,35,RETAILER,RETAILER,236604727,1
66924,COMPUTERS,1799,APPLE,2020 APPLE IMAC 27 ALL-IN-ONE INTEL CORE I5 8GB RA,238923516,1
30906,TELEVISIONS HOME CINEMA,1099,LG,LG OLED48C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827062,1
62705,COMPUTERS,2599,APPLE,2021 APPLE MACBOOK PRO 16 M1 PRO PROCESSOR 16GB RA,240575995,1
62705,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
63206,COMPUTER PERIPHERALS ACCESSORIES,399,APPLE,APPLE WATCH SERIES 7 GPS 45MM MIDNIGHT ALUMINIUM C,240376619,1
54889,TELEVISIONS HOME CINEMA,1099,LG,LG OLED48C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827062,1
7180,COMPUTERS,529,APPLE,"2020 APPLE IPAD AIR 10.9""",239001407,1
7180,COMPUTER PERIPHERALS & ACCESSORIES,119,APPLE,"APPLE PENCIL, 2ND GENERATION (2018)",237841896,1
7180,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
65471,TELEVISIONS HOME CINEMA,1799,SONY,SONY BRAVIA XR XR65A80J 2021 OLED HDR 4K ULTRA HD,239900855,1
57983,TELEVISIONS HOME CINEMA,1299,SONY,SONY BRAVIA KD75X81J 2021 LED HDR 4K ULTRA HD SMAR,239903537,1
16510,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",724,APPLE,APPLE IPHONE 12,239091974,1
16510,TELEPHONE ACCESSORIES,49,APPLE,RETAILER,239093362,1
13853,COMPUTERS,749,APPLE,"2021 APPLE IPAD PRO 11""",240040984,1
13853,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
70414,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM STARLIGHT ALUMINIUM,240376608,1
70414,FULFILMENT CHARGE,11,RETAILER,RETAILER,FULFILMENT,1
53295,BEDROOM FURNITURE,150,RETAILER,RETAILER RATTAN STORAGE BEDSIDE TABLE O,239773258,1
53295,BEDROOM FURNITURE,599,RETAILER,RETAILER RATTAN BED FRAME DOUBLE BLACK,240054666,1
53295,MEN S FOOTWEAR,99,CLARKS,CLARKS CRAFTRUN LACE TRAINERS WHITE COMBI 10,239744450,1
53295,KITCHEN ACCESSORIES,4,ANYDAY RETAILER,ANYDAY RETAILER WAFFLE BORDER COTTON TE,238032022,1
53295,KITCHEN ACCESSORIES,12,RETAILER,RETAILER FUSION TEA TOWELS PACK OF 2 TE,238901847,1
53295,KITCHEN ACCESSORIES,4,ANYDAY RETAILER,ANYDAY RETAILER WAFFLE BORDER COTTON TE,238609441,1
53295,KITCHEN UTENSILS GADGETS,8,ANYDAY RETAILER,ANYDAY RETAILER BEECH WOOD SPOONS SET O,239073893,1
53295,CARPETS RUGS FLOORING,100,RETAILER,RETAILER CHEVRON KNOT JUTE RUG L150 X W,238278278,1
53295,MEN S CLOTHES,10,RETAILER,RETAILER SUPIMA COTTON FINE STRIPE T-SH,238918100,1
53295,WINDOW DRESSING,45,RETAILER,RETAILER LINEN MIX BLACKOUT ROLLER BLIN,238538650,2
53295,LIGHTING,60,RETAILER,RETAILER SHALLOT CERAMIC TABLE LAMP VER,238497871,1
53295,SOFT FURNISHINGS,75,RETAILER,RETAILER CHUNKY KNITTED POUFFE CHLLI,239206671,1
45136,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
16334,COMPUTERS,899,APPLE,"2020 APPLE IPAD PRO 12.9""",238667161,1
28750,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246775,1
60698,COMPUTERS,479,APPLE,2021 APPLE IPAD MINI 8 3 A15 BIONIC PROCESSOR IPAD,240342744,1
50456,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040978,1
50456,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
50098,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
48500,COMPUTERS,2399,APPLE,2021 APPLE MACBOOK PRO 14 M1 PRO PROCESSOR 16GB RA,240575994,1
48500,WARRANTY,80,RETAILER,RETAILER,236604736,1
34363,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
73783,TELEVISIONS HOME CINEMA,979,LG,LG OLED48C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827062,1
73783,SERVICE,15,RETAILER,RETAILER,DMS15,1
8445,COMPUTERS,937,APPLE,2020 APPLE MACBOOK AIR,239246778,1
8445,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
29830,TELEVISIONS HOME CINEMA,2199,SONY,SONY BRAVIA XR XR65A80J 2021 OLED HDR 4K ULTRA HD,239900855,1
73838,TELEVISIONS HOME CINEMA,3099,LG,LG OLED77C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239838686,1
73838,SERVICE,125,RETAILER,RETAILER,DMS5461,1
73838,FULFILMENT CHARGE,25,RETAILER,RETAILER,FULFILMENT,1
66447,TELEVISIONS HOME CINEMA,1499,LG,LG OLED55G16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239827065,1
38876,COMPUTERS,1649,APPLE,2021 APPLE IMAC 24 ALL-IN-ONE M1 PROCESSOR 8GB RAM,240040968,1
5337,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",724,APPLE,APPLE IPHONE 12,239091966,1
5337,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
18748,COMPUTERS,1049,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 512G,240040975,1
18748,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
7381,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",449,APPLE,APPLE IPHONE SE,238708392,1
7381,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
38889,TELEVISIONS HOME CINEMA,1599,LG,LG OLED65CX5LB 2020 OLED HDR 4K ULTRA HD SMART TV,238601317,1
41586,COMPUTERS,893,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
41586,COMPUTERS,749,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 128G,240040984,1
41586,COMPUTER PERIPHERALS ACCESSORIES,119,APPLE,APPLE PENCIL 2ND GENERATION 2018 MATTE WHITE,237841896,1
39646,COMPUTER PERIPHERALS ACCESSORIES,479,APPLE,APPLE WATCH SERIES 6 GPS CELLULAR 40MM GOLD ALUMIN,239001459,1
25984,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246775,1
18982,COMPUTER PERIPHERALS ACCESSORIES,409,APPLE,APPLE WATCH SERIES 6 GPS 44MM SPACE GREY ALUMINIUM,239001518,1
15082,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR,239246778,1
15082,AUDIO ACCESSORIES,148,APPLE,2019 APPLE AIRPODS WITH WIRELESS CHARGING CASE,238086341,1
45918,HOME OFFICE,1115,HERMAN MILLER,HERMAN MILLER AERON OFFICE CHAIR SIZE B GRAPHITE,236669449,1
10689,COMPUTER PERIPHERALS & ACCESSORIES,349,APPLE,APPLE WATCH SERIES 6,239001474,1
10689,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
64276,TELEVISIONS HOME CINEMA,1499,LG,LG OLED55G16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239827065,1
64276,SERVICE,0,RETAILER,RETAILER,DMS6461,1
72444,COMPUTERS,1498,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 128G,240040984,2
48379,COMPUTERS,999,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 12,240041004,1
57199,COMPUTERS,2399,APPLE,2021 APPLE MACBOOK PRO 16 M1 PRO PROCESSOR 16GB RA,240575999,1
26578,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
29059,COMPUTERS,899,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
24479,TELEVISIONS HOME CINEMA,1049,SONY,SONY BRAVIA KD65X81J 2021 LED HDR 4K ULTRA HD SMAR,239903727,1
24479,FULFILMENT CHARGE,20,RETAILER,RETAILER,FULFILMENT,1
25259,COMPUTERS,1148,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246774,1
25259,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
56760,TELEVISIONS HOME CINEMA,1003,SAMSUNG,SAMSUNG THE FRAME 2021 QLED ART MODE TV WITH SLIM,239841527,1
35683,TELEVISIONS HOME CINEMA,1099,LG,LG OLED48C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827062,1
35683,SERVICE,45,RETAILER,RETAILER,DMS5462,1
31664,TELEPHONES FAX MACHINES TWO-WAY RADIOS,1699,SAMSUNG,SAMSUNG GALAXY Z FOLD 3 5G FOLDABLE SMARTPHONE 12G,240243885,1
3306,COMPUTERS,979,APPLE,2020 APPLE MACBOOK AIR,239246782,1
3306,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
60202,TELEVISIONS HOME CINEMA,1699,LG,LG OLED65C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239838687,1
27340,COMPUTER PERIPHERALS ACCESSORIES,389,APPLE,APPLE WATCH SERIES 6 GPS 44MM BLUE ALUMINIUM CASE,239001495,1
27340,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
43024,COMPUTERS,689,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001418,1
43024,FULFILMENT CHARGE,4,RETAILER,RETAILER,FULFILMENT,1
49102,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM SILVER ALUMINIUM CAS,239001532,1
16858,TELEVISIONS & HOME CINEMA,1699,LG,OLED55C1,239827061,1
16858,SERVICE,45,RETAILER,RETAILER,DMS5462,1
48212,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH NIKE SERIES 7 GPS 41MM MIDNIGHT ALUMIN,240382078,1
34087,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM BLUE ALUMINIUM CASE,239001540,1
34087,WARRANTY,40,RETAILER,RETAILER,236604737,1
43501,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
43501,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
55108,TELEVISIONS HOME CINEMA,1099,LG,LG OLED55B16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239841491,1
4742,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",624,APPLE,APPLE IPHONE 12 MINI,239091998,1
4742,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
18276,TELEVISIONS HOME CINEMA,1898,SONY,SONY BRAVIA KD65A8 2020 OLED HDR 4K ULTRA HD SMART,238632538,1
18276,SERVICE,125,RETAILER,RETAILER,DMS5461,1
57,OUTDOOR FURNITURE,999,RETAILER,RETAILER,237599835,1
57,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
30057,TELEVISIONS HOME CINEMA,2199,SONY,SONY BRAVIA XR XR65A80J 2021 OLED HDR 4K ULTRA HD,239900855,1
30057,FULFILMENT CHARGE,20,RETAILER,RETAILER,FULFILMENT,1
63010,COMPUTERS,1899,APPLE,2021 APPLE MACBOOK PRO 14 M1 PRO PROCESSOR 16GB RA,240575996,1
63010,WARRANTY,80,RETAILER,RETAILER,236604736,1
16454,COMPUTERS,310,APPLE,"2020 APPLE IPAD 10.2"" 32GB GOLD",239001437,1
55852,COMPUTERS,859,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001414,1
28599,COMPUTERS,629,SAMSUNG,SAMSUNG GALAXY TAB S7 FE TABLET WITH BLUETOOTH S P,240087882,1
64637,TELEPHONES FAX MACHINES TWO-WAY RADIOS,649,SAMSUNG,SAMSUNG GALAXY S21 5G SMARTPHONE WITH WIRELESS POW,239784964,1
64637,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
37307,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
37307,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
62773,COMPUTERS,1249,APPLE,2021 APPLE IMAC 24 ALL-IN-ONE M1 PROCESSOR 8GB RAM,240040967,1
70622,COMPUTERS,889,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
8945,COMPUTERS,1146,APPLE,2020 APPLE MACBOOK AIR,239246775,1
8945,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
8615,COMPUTERS,1187,APPLE,2020 APPLE MACBOOK PRO,239246780,1
8615,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
8890,COMPUTER PERIPHERALS & ACCESSORIES,449,APPLE,APPLE WATCH SERIES 6,239001459,1
8890,WARRANTY,40,RETAILER,RETAILER,236604737,1
8890,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
8861,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",624,APPLE,APPLE IPHONE 12 MINI,240041030,1
8861,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
23338,TELEVISIONS HOME CINEMA,1799,SAMSUNG,SAMSUNG THE FRAME 2021 QLED ART MODE TV WITH SLIM,239841523,1
23338,SERVICE,45,RETAILER,RETAILER,DMS5462,1
23338,SERVICE,125,RETAILER,RETAILER,DMS7683,1
42520,COMPUTER PERIPHERALS ACCESSORIES,175,APPLE,APPLE MAGIC KEYBOARD FOR 12 9 IPAD PRO,238701670,1
42520,COMPUTER PERIPHERALS ACCESSORIES,119,APPLE,APPLE PENCIL 2ND GENERATION 2018 MATTE WHITE,237841896,1
42520,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040978,1
25908,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
25908,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
60384,COMPUTERS,1187,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246780,1
39519,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040978,1
22739,TELEVISIONS HOME CINEMA,1185,LG,LG OLED55CX5LB 2020 OLED HDR 4K ULTRA HD SMART TV,238601186,1
22739,TELEVISIONS HOME CINEMA,399,SONOS,SONOS BEAM COMPACT SMART SOUND BAR WITH VOICE CONT,237543693,1
59765,COMPUTERS,2599,APPLE,2021 APPLE MACBOOK PRO 16 M1 PRO PROCESSOR 16GB RA,240575995,1
59765,WARRANTY,80,RETAILER,RETAILER,236604736,1
59765,COMPUTER PERIPHERALS ACCESSORIES,158,APPLE,APPLE MAGIC MOUSE 2021 SILVER,240264909,2
20972,COMPUTER PERIPHERALS ACCESSORIES,749,APPLE,APPLE WATCH SERIES 6 GPS CELLULAR 44MM SILVER STAI,239001450,1
22069,LIVING DINING FURNITURE,2659,RETAILER,RETAILER PLATFORM 5 SEATER RHF CORNER E,238140708,1
2599,COMPUTER PERIPHERALS & ACCESSORIES,389,APPLE,APPLE WATCH SERIES 6,239001467,1
2599,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
8677,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",649,APPLE,APPLE IPHONE 11,238349142,1
8677,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
73561,TELEPHONES FAX MACHINES TWO-WAY RADIOS,1199,SAMSUNG,SAMSUNG GALAXY S21 ULTRA 5G SMARTPHONE WITH WIRELE,239774080,1
73561,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
14560,TELEVISIONS & HOME CINEMA,1195,LG,OLED55CX5,238601186,1
71381,COMPUTERS,889,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
63498,TELEPHONES FAX MACHINES TWO-WAY RADIOS,1699,SAMSUNG,SAMSUNG GALAXY Z FOLD 3 5G FOLDABLE SMARTPHONE 12G,240243877,1
73792,TELEVISIONS HOME CINEMA,1799,SAMSUNG,SAMSUNG QE55QN95A 2021 NEO QLED HDR 2000 4K ULTRA,239831425,1
73792,FULFILMENT CHARGE,25,RETAILER,RETAILER,FULFILMENT,1
491,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
21011,BEDROOM FURNITURE,2879,VISPRING,VISPRING MARISTOW SUPREME 1700 POCKET SPRING MATTR,237903022,1
68886,COMPUTERS,889,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
68886,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
30298,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
68810,COMPUTERS,889,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
38643,COMPUTERS,999,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 12,240041004,1
38643,WARRANTY,70,RETAILER,RETAILER,236604752,1
38643,COMPUTER PERIPHERALS ACCESSORIES,119,APPLE,APPLE PENCIL 2ND GENERATION 2018 MATTE WHITE,237841896,1
38643,COMPUTER PERIPHERALS ACCESSORIES,175,APPLE,APPLE MAGIC KEYBOARD FOR 12 9 IPAD PRO,238701670,1
38145,LIVING DINING FURNITURE,1349,,,237627616,1
49076,COMPUTERS,1649,APPLE,2021 APPLE IMAC 24 ALL-IN-ONE M1 PROCESSOR 8GB RAM,240040963,1
34832,LIGHTING,399,WEST ELM,WEST ELM SPHERE STEM CEILING LIGHT BRASS,237457253,1
34832,LIGHTING,195,RETAILER,RETAILER SPINDLE WOODEN FLOOR LAMP BROW,238497927,1
34832,LIVING DINING FURNITURE,1295,SWYFT,SWYFT MODEL 02 LARGE 3 SEATER SOFA BRICK VELVET,240242358,1
61321,COMPUTERS,1099,APPLE,2020 APPLE IMAC 21 5 ALL-IN-ONE INTEL CORE I5 8GB,238925842,1
40335,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246775,1
40335,FULFILMENT CHARGE,4,RETAILER,RETAILER,FULFILMENT,1
37390,TELEVISIONS HOME CINEMA,2999,LG,LG OLED65G16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239827064,1
15242,HOME OFFICE,547,,,238585825,1
40992,LIVING DINING FURNITURE,499,RETAILER,RETAILER TRESTLE 4 SEATER ROUND DINING,238509646,1
40992,LIVING DINING FURNITURE,796,RETAILER,RETAILER SANTINO DINING CHAIR TAN OAK,237679373,4
40992,LIVING DINING FURNITURE,599,RETAILER,RETAILER RATTAN SIDEBOARD BLACK,238486654,1
40992,BEDROOM FURNITURE,599,RETAILER,RETAILER CARVED 5 DRAWER CHEST WALNUT,238940047,1
40992,BEDROOM FURNITURE,398,RETAILER,RETAILER CARVED BEDSIDE TABLE WALNUT,238940048,2
40992,LIGHTING,298,WEST ELM,WEST ELM SPHERE STEM TABLE LAMP BRASS,237094416,2
56418,COMPUTERS,479,APPLE,2021 APPLE IPAD MINI 8 3 A15 BIONIC PROCESSOR IPAD,240342758,1
38002,COMPUTERS,899,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
38002,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
22130,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",874,APPLE,APPLE IPHONE 12,239091982,1
24294,COMPUTERS,749,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 128G,240041012,1
53116,CABLES ADAPTERS,17,APPLE,APPLE MJ1M2ZM A USB-C TO USB ADAPTOR,234418518,1
53116,COMPUTERS,2099,APPLE,2020 APPLE IMAC 27 ALL-IN-ONE INTEL CORE I7 8GB RA,238923518,1
53116,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
