RespondentID,What_would_you_call_the_part_of_the_country_you_live_in_now,How_much_do_you_personally_identify_as_a_Midwesterner,Do_you_consider_Illinois_state_as_part_of_the_Midwest,Do_you_consider_Indiana_state_as_part_of_the_Midwest,Do_you_consider_Iowa_state_as_part_of_the_Midwest,Do_you_consider_Kansas_state_as_part_of_the_Midwest,Do_you_consider_Michigan_state_as_part_of_the_Midwest,Do_you_consider_Minnesota_state_as_part_of_the_Midwest,Do_you_consider_Missouri_state_as_part_of_the_Midwest,Do_you_consider_Nebraska_state_as_part_of_the_Midwest,Do_you_consider_North_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Ohio_state_as_part_of_the_Midwest,Do_you_consider_South_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Wisconsin_state_as_part_of_the_Midwest,Do_you_consider_Arkansas_state_as_part_of_the_Midwest,Do_you_consider_Colorado_state_as_part_of_the_Midwest,Do_you_consider_Kentucky_state_as_part_of_the_Midwest,Do_you_consider_Oklahoma_state_as_part_of_the_Midwest,Do_you_consider_Pennsylvania_state_as_part_of_the_Midwest,Do_you_consider_West_Virginia_state_as_part_of_the_Midwest,Do_you_consider_Montana_state_as_part_of_the_Midwest,Do_you_consider_Wyoming_state_as_part_of_the_Midwest,Gender,Age,Household_Income,Education,In_what_ZIP_code_is_your_home_located,census_region
3122244813.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Graduate degree,53711,East North Central
3120840298.0,Midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Some college,63038,West North Central
3122875428.0,North East,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,30-44,"$100,000 - $149,999",Some college,19518,Middle Atlantic
3123668248.0,Midwest,A lot,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Female,> 60,"$50,000 - $99,999",High school degree,68128,West North Central
3125117261.0,tri-state,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,19317,Middle Atlantic
3123937578.0,Mid West,A lot,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,65251,West North Central
3123013522.0,northeast,Not at all,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,18444,Middle Atlantic
3122432588.0,Colorado!,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,80111,Mountain
3123801443.0,Midwest,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Female,18-29,"$150,000+",Associate or bachelor degree,45458,East North Central
3122387305.0,Midwest. the frozen tundra,A lot,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,60445,East North Central
3122427463.0,midwest,A lot,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Graduate degree,45420,East North Central
3123664988.0,Mid atlantic,Not at all,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,23221,South Atlantic
3122820916.0,Beautiful Montana!,Not at all,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,59601,Mountain
3124010684.0,North west,Some,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Male,45-60,"$150,000+",Some college,97306,Pacific
3123600376.0,mid-south,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,71909,West South Central
3121009122.0,hawaii,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Male,30-44,"$150,000+",Graduate degree,96814,Pacific
3121394715.0,Small town,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,29301,South Atlantic
3121522184.0,Midwest,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,48009,East North Central
3123117534.0,Midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$0 - $24,999",Associate or bachelor degree,61080,East North Central
3120825808.0,Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,"$0 - $24,999",Associate or bachelor degree,55406,West North Central
3122947918.0,"The Washington, DC Metro area",Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,45-60,"$25,000 - $49,999",Graduate degree,20906,South Atlantic
3122792783.0,Eastern,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,16803,Middle Atlantic
3122438417.0,The Great Lakes,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Graduate degree,49453,East North Central
3123279985.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$100,000 - $149,999",Associate or bachelor degree,63139,West North Central
3121647135.0,Southwest,Not at all,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Graduate degree,87505,Mountain
3125181547.0,mid west,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,44070,East North Central
3121701987.0,Jersey Shore,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Female,> 60,"$150,000+",Graduate degree,8087,Middle Atlantic
3122241667.0,Southeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Female,45-60,"$50,000 - $99,999",Some college,70124,West South Central
3123934726.0,south west suburban,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Male,> 60,"$0 - $24,999",High school degree,85119,Mountain
3123138325.0,Land of Opportunity,Not at all,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Female,30-44,"$0 - $24,999",Some college,92126,Pacific
3123357918.0,Bad,Not at all,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$0 - $24,999",High school degree,95023,Pacific
3122726246.0,West,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,84096,Mountain
3124326492.0,PACIFIC NORTH WEST,Not at all,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Some college,98908,Pacific
3123992076.0,North East,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Female,30-44,"$25,000 - $49,999",Some college,15228,Middle Atlantic
3125673633.0,The South,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Male,18-29,"$25,000 - $49,999",Some college,27502,South Atlantic
3121964611.0,midwest,Not at all,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,18-29,"$100,000 - $149,999",Associate or bachelor degree,44074,East North Central
3120725742.0,Midwest,A lot,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Some college,60004,East North Central
3125223598.0,missiouri,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Male,18-29,"$150,000+",Some college,65807,West North Central
3122495988.0,west coast,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Female,45-60,"$150,000+",Some college,95116,Pacific
3122504167.0,Pacific NW,Some,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Male,> 60,"$150,000+",Some college,98021,Pacific
3122401385.0,Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Associate or bachelor degree,60543,East North Central
3122656709.0,sonoran desert,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,85004,Mountain
3121931410.0,midwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Graduate degree,60657,East North Central
3121713129.0,Midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,43221,Middle Atlantic
3122011216.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,43035,East North Central
3123220310.0,God' Country,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$0 - $24,999",Graduate degree,28106,South Atlantic
3122731181.0,Midwest,A lot,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,61201,East North Central
3122276206.0,north central,Some,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Male,30-44,"$50,000 - $99,999",Some college,26150,South Atlantic
3124501010.0,MidWest,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,30-44,"$150,000+",Some college,63102,West North Central
3122292393.0,Upper Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,49525,East North Central
3120730189.0,west coast,Not much,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Graduate degree,91941,Pacific
3122678911.0,?,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Male,30-44,"$0 - $24,999",High school degree,79928,West South Central
3123019001.0,The Buckeye state,A lot,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",High school degree,45002,East North Central
3122465539.0,Northeast,Not at all,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Male,18-29,"$150,000+",Some college,19810,South Atlantic
3122725874.0,The south,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Female,30-44,"$100,000 - $149,999",Some college,34240,South Atlantic
3121761065.0,Mid Atlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Some college,22181,South Atlantic
3121975799.0,southwest,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Associate or bachelor degree,85373,Mountain
3122478573.0,Southern Illinois,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,62816,East North Central
3120673134.0,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,55104,West North Central
3124043891.0,Midwest,A lot,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,64117,West North Central
3124175767.0,the midwest,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Female,30-44,"$100,000 - $149,999",Graduate degree,68502,West North Central
3121828036.0,midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Female,30-44,"$25,000 - $49,999",High school degree,63401,West North Central
3120897112.0,great,Not at all,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,60429,East North Central
3122877353.0,Northeast,Not much,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,16421,Middle Atlantic
3122610317.0,East,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Male,18-29,"$150,000+",Less than high school degree,11358,Middle Atlantic
3123025021.0,Fly over,A lot,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Male,> 60,"$150,000+",Associate or bachelor degree,73703,West South Central
3123165201.0,Northwest country,Not at all,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Female,> 60,"$50,000 - $99,999",Some college,97754,Pacific
3120973626.0,California,Not at all,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$150,000+",Some college,94531,Pacific
3124196634.0,Mid west,Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Female,45-60,"$150,000+",Some college,65758,West North Central
3122706330.0,Midwest/Eastern.  Just East of the Mississippi should be  Mideastern.,A lot,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Male,45-60,"$50,000 - $99,999",High school degree,60148,East North Central
3124212354.0,west coast,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,91710,Pacific
3120910065.0,northeast,A lot,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",High school degree,45693,East North Central
3126712195.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$100,000 - $149,999",High school degree,60123,East North Central
3123044929.0,out of touch,Not at all,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Female,45-60,"$25,000 - $49,999",Some college,72335,West South Central
3125023744.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Some college,53561,East North Central
3124552857.0,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Female,30-44,"$100,000 - $149,999",Some college,46060,East North Central
3120731664.0,Midwest,Not much,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Female,30-44,"$25,000 - $49,999",Graduate degree,73071,West South Central
3123254708.0,Midwest,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Some college,55009,West North Central
3123040751.0,South-Midwest,Some,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,73034,West South Central
3124556962.0,nidwest,A lot,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Some college,50161,West North Central
3123096861.0,South,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,78750,West South Central
3121259959.0,northeast,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Male,45-60,"$100,000 - $149,999",Some college,19149,Middle Atlantic
3125188414.0,Rocky Mountain,A lot,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,80301,Mountain
3124212792.0,"In the sticks, in the south",Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,72802,West South Central
3123290052.0,west coast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,90245,Pacific
3122149073.0,Eastern,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Female,18-29,"$150,000+",Associate or bachelor degree,18954,Middle Atlantic
3122254956.0,Great Lakes Region.,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Graduate degree,53140,East North Central
3123649176.0,"CENTRAL LAWTON,OKLAHOM",Some,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$100,000 - $149,999",Graduate degree,73507,West South Central
3125187550.0,Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Male,> 60,"$100,000 - $149,999",Some college,18901,Middle Atlantic
3125482745.0,North east mid west,A lot,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Male,45-60,"$150,000+",Graduate degree,48706,East North Central
3123704638.0,the midwest,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Graduate degree,47715,East North Central
3124745848.0,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Some college,64118,West North Central
3123220479.0,USA,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,50320,West North Central
3120981495.0,San Francisco Bay Area,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,30-44,"$150,000+",Graduate degree,94129,Pacific
3121767563.0,midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,68025,West North Central
3122630319.0,Northwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",Some college,98042,Pacific
3124207269.0,great plains,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$25,000 - $49,999",Some college,67211,West North Central
3122724573.0,Southeastern United States of America,Not much,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Male,30-44,"$100,000 - $149,999",Some college,31021,South Atlantic
3122092178.0,East coast,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,19135,Middle Atlantic
3122592931.0,Midwest,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Male,> 60,"$25,000 - $49,999",Graduate degree,66441,West North Central
3122389287.0,Midwest,Not at all,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,80002,Mountain
3121572876.0,MidWest,A lot,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,44333,East North Central
3123233201.0,"Mid-Atlantic half the year, Texas the other half",Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$0 - $24,999",Some college,78380/20015,West South Central
3123094609.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,60601,East North Central
3124930362.0,East,Not at all,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Male,30-44,"$100,000 - $149,999",Graduate degree,20110,South Atlantic
3122107048.0,trashy and racist,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,45-60,"$25,000 - $49,999",Some college,14616,Middle Atlantic
3123615317.0,Good place to live .,Some,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Female,45-60,"$150,000+",Associate or bachelor degree,44233,East North Central
3122997240.0,Sunny Southern California,Not at all,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$150,000+",Some college,90242,Pacific
3123752728.0,East Coast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,18109,Middle Atlantic
3122261307.0,Midwest,Some,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Some college,48623,East North Central
3122269111.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Graduate degree,45243,East North Central
3123294477.0,Tri-state area.,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Female,18-29,"$150,000+",Graduate degree,18052,Middle Atlantic
3126769963.0,midewest,A lot,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,45040,East North Central
3122294785.0,midwest,A lot,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Associate or bachelor degree,61526,East North Central
3123827153.0,Central Southern,Not much,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,72903,West South Central
3122704348.0,south west,Not much,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Male,45-60,"$0 - $24,999",Some college,76541,West South Central
3126756635.0,Midwest,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Male,30-44,"$150,000+",Associate or bachelor degree,61422,East North Central
3121969222.0,mid atlantic,Not at all,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,19152,Middle Atlantic
3123016573.0,California,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,65305,New England
3123671172.0,south central kentucky,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,42103,East South Central
3124721993.0,Midwest,Some,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$25,000 - $49,999",Some college,60642,East North Central
3122903698.0,Midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,49505,East North Central
3123681316.0,cold,Some,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",High school degree,52601,West North Central
3124643231.0,the Midwest,A lot,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,68164,West North Central
3123044147.0,Midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,48170,East North Central
